CAS	name	Hfg	S0g
2837-89-0	2-chloro-1,1,1,2-tetrafluoroethane	-924700	349.43
2847-72-5	4-methyldecane	-274600	582.5
2851-83-4	ethyl dodecyl sulfide	-290080	766.83
2855-08-5	1-chloro-3,3-dimethylbutane	-191660	384.27
2869-34-3	tridecylamine	-277600	718.31
2870-04-4	2-ethyl-m-xylene	-26230	421.67
2876-35-9	2-tert-butylnaphthalene	51300	509.67
2876-44-0	2-octylnaphthalene	-36530	635.22
2876-45-1	2-heptylnaphthalene	-14530	599.42
2876-46-2	2-hexylnaphthalene	14400	579.59
2876-51-9	1-octylnaphthalene	-36000	631.8
2876-52-0	1-heptylnaphthalene	-14000	596
2876-53-1	1-hexylnaphthalene	14400	579.59
2882-96-4	3-methylpentadecane	-378850	769.71
2882-97-5	2,3-dimethylpentadecane	-404770	799.14
2882-98-6	nonylcyclopentane	-271600	649.11
2883-02-5	nonylcyclohexane	-317100	657.17
2884-06-2	2,3-dimethylnonane	-277300	570.09
2885-00-9	1-octadecanethiol	-377000	925.52
2917-26-2	1-hexadecanethiol	-335700	847.21
2922-51-2	2-heptadecanone	-507600	851.7
2935-44-6	2,5-hexanediol	-500000	412.71
2938-98-9	2-methyl-1,4-butanediol	-456000	452.11
2980-69-0	4-methylundecane	-295300	621.65
2980-71-4	2-methyl-1-nonene	-134090	536.76
2987-16-8	3,3-dimethylbutanal	-254700	392.3
3001-66-9	2-octanethiol	-179100	523.92
3002-57-1	dimethylheptadecylamine	-367960	912.18
3007-31-6	didodecylamine	-485220	1131.5
3017-68-3	2-bromo-cis-2-butene	7870	352.12
3017-69-4	1-bromo-2-methyl-1-propene	7870	352.12
3017-70-7	2-bromo-3-methyl-2-butene	-22560	386.91
3017-71-8	2-bromo-trans-2-butene	7870	352.12
3031-05-8	1,2,6-trimethylnaphthalene	57000	442.68
3031-08-1	1,3,6-trimethylnaphthalene	57000	442.68
3031-15-0	1,2,3,4-tetramethylnaphthalene	51300	509.67
3031-16-1	1,2,5,8-tetramethylnaphthalene	51300	509.67
3042-50-0	1,4-dimethyl-2-propylbenzene	-52700	476.68
3043-33-2	2-methyl-2,3-pentadiene	103040	364.01
3054-92-0	2,3,4-trimethyl-3-pentanol	-379990	460.59
3071-00-9	dieicosylamine	-815460	1754.8
3073-66-3	1,1,3-trimethylcyclohexane	-179870	503.25
3074-61-1	1-propylcyclopentene	-40400	
3074-71-3	2,3-dimethylheptane	-235900	492.79
3074-75-7	4-ethyl-2-methylhexane	-236200	488.43
3074-76-8	3-ethyl-3-methylhexane	-231300	485.07
3074-77-9	3-ethyl-4-methylhexane	-238700	461.93
3121-79-7	4,4-dimethyl-1-pentanol	-348790	440.69
3121-82-2	2,2-dimethyl-1,5-pentanediol	-502000	488.29
3155-43-9	1,18-octadecanediol	-719310	958.93
3162-62-7	1,1-dichlorodecane	-295100	622.67
3173-53-3	cyclohexyl isocyanate	-140000	377.73
3174-67-2	1,3-pentanediol	-462000	423.8
3175-23-3	1,2,2-trichloropropane	-161220	334.25
3178-29-8	4-propylheptane	-251080	526.88
3180-09-4	2-butylphenol	-190510	465.58
3195-86-6	2-ethylthiacyclopropane	20900	
3208-16-0	2-ethylfuran	-97900	304.31
3221-61-2	2-methyloctane	-235900	499.16
3228-01-1	3-methyl-2-isopropylphenol	-207260	449.88
3228-02-2	3-methyl-4-isopropylphenol	-207260	449.88
3228-03-3	3-methyl-5-isopropylphenol	-207260	449.88
3234-49-9	1,2-dibromopentane	-99150	443.33
3238-38-8	2,3,4,6-tetramethylphenol	-224920	447.07
3302-16-7	3,3-dimethylbutanenitrile	-26400	365.34
3377-86-4	2-bromohexane	-146120	431.24
3377-87-5	3-bromohexane	-146120	431.24
3386-33-2	1-chlorooctadecane	-434890	876.14
3404-58-8	3-ethyl-1-hexene	-88600	452.49
3404-61-3	3-methyl-1-hexene	-69500	408.37
3404-63-5	2-ethyl-1,3-butadiene	73900	376.35
3404-67-9	3-methyl-2-ethyl-1-pentene	-98800	446.95
3404-71-5	2-ethyl-1-pentene	-76600	414.21
3404-72-6	2,3-dimethyl-1-pentene	-82300	394.11
3404-73-7	3,3-dimethyl-1-pentene	-73200	378.25
3404-77-1	3,3-dimethyl-1-hexene	-94000	416.67
3404-78-2	2,5-dimethyl-2-hexene	-115300	417.17
3404-80-6	4-methyl-2-ethyl-1-pentene	-103400	431.52
3405-42-3	methyldipropylamine	-120280	444.75
3452-07-1	1-eicosene	-331300	936.01
3452-09-3	1-nonyne	61700	487
3452-97-9	3,5,5-trimethyl-1-hexanol	-395350	509.07
3454-07-7	p-ethylstyrene	100760	428.33
3457-57-6	1-nitro-2-methylbutane	-162570	421.53
3495-46-3	3-amino-3-methylpentane	-152100	369.01
3508-00-7	1-bromoheptadecane	-367880	869.24
3518-51-2	butyl methyl sulfate	-762700	
3522-86-9	3-sec-butylphenol	-195790	456.05
3522-94-9	2,2,5-trimethylhexane	-253300	461.93
3524-73-0	5-methyl-1-hexene	-69800	407.36
3525-25-5	3-ethyl-1-heptanol	-386600	547.94
3539-29-5	methyl octyl sulfate	-845900	
3581-69-9	2,2-dimethylpropyl propanoate	-540400	492.22
3586-58-1	2-methylenebutanoic acid	-450600	159.12
3638-35-5	isopropylcyclopropane	-19200	378.47
3675-68-1	1,1,2-tribromobutane	-57460	445.9
3675-69-2	1,2,2-tribromobutane	-55650	426.08
3683-19-0	4-methyl-cis-2-hexene	-75700	413.13
3683-22-5	4-methyl-trans-2-hexene	-80500	397.03
3698-93-9	propyl octyl sulfide	-228280	650.84
3698-94-0	ethyl octyl sulfide	-207650	610.42
3698-95-1	methyl octyl sulfide	-183600	569.12
3710-31-4	1,2-heptanediol	-503500	500.97
3710-43-8	2,4-dimethylfuran	-97900	336.61
3717-68-8	4-methyl-1,1-diphenylethane	103600	512.49
3724-61-6	dodecyl butanoate	-691000	836.97
3730-60-7	2,5-dimethyl-2-hexanol	-374710	470.11
3741-00-2	pentylcyclopentane	-189000	492.83
3742-38-9	4-ethylcyclopentene	-900	418.76
3756-30-7	3-iodo-2-methyl-1-propene	66620	358.67
3769-23-1	4-methyl-1-hexene	-68300	412.39
3772-13-2	2,2-dimethylthiacyclopropane	11590	
3788-32-7	isobutylcyclopentane	-173890	446.63
3814-34-4	1-bromo-2-ethylbutane	-154870	392.36
3850-30-4	2-amino-3,3-dimethyl butane	-153100	373.84
3855-26-3	4-methyl-2-ethylphenol	-181340	420.46
3875-51-2	isopropylcyclopentane	-203780	240.18
3875-52-3	tert-butylcyclopentane	-177360	417.28
3876-97-9	1,2,8-trimethylnaphthalene	57000	442.68
3877-15-4	methyl propyl sulfide	-81900	371.97
3899-36-3	3-methyl-trans-3-hexene	-83000	409.14
3922-24-5	1,1,1-trichlorotridecane	-369200	756.81
3922-25-6	1,1,1-trichloroundecane	-327900	677.5
3922-26-7	1,1,1-trichloroheptane	-245400	518.87
3922-27-8	1,1,1-trichloropentane	-204200	439.22
3931-89-3	phosphorus thiobromide	-263590	372.84
3937-56-2	1,9-nonanediol	-533550	608.35
3950-21-8	meso-2,4-pentanediol	-479000	374.97
3965-59-1	2,4-dimethyl-1-hexanol	-371240	499.46
3968-85-2	1-phenyl-2-methylbutane	-41000	474
3970-59-0	2,4-dimethyl-3-ethyl-3-pentanol	-400630	499.54
3970-60-3	2,2,5-trimethyl-3-hexanol	-400630	499.54
3970-62-5	2,2-dimethyl-3-pentanol	-354070	431.16
3982-64-7	1,3-dimethyl-5-propylbenzene	-57300	466.29
3982-66-9	1,2-dimethyl-4-propylbenzene	-54900	476.68
3982-67-0	1,3,5-trimethyl-2-ethylbenzene	-58300	458.57
3982-91-0	phosphorus thiochloride	-380740	337.36
4028-56-2	meso-2,3-dichlorobutane	-167930	359.6
4032-92-2	2,4,4-trimethylheptane	-261460	509.17
4032-93-3	2,3,6-trimethylheptane	-263420	515.67
4032-94-4	2,4-dimethyloctane	-256270	528.69
4038-04-4	3-ethyl-1-pentene	-67800	403.37
4050-45-7	trans-2-hexene	-53300	383.84
4074-43-5	3-butylphenol	-190510	465.58
4074-46-8	4-methyl-2-propylphenol	-201980	459.41
4088-36-2	ethyloctylamine	-196260	586.19
4088-37-3	diethyloctylamine	-223480	639.51
4089-71-8	3-methyl-1,6-hexanediol	-494900	529.81
4095-22-1	2-isopropylthiophene	42360	389.86
4109-96-0	silane, dichloro	-320490	286.73
4110-44-5	3,3-dimethyloctane	-262210	522.25
4110-50-3	ethyl propyl sulfide	-104400	413.17
4113-08-0	hexadecyl formate	-676200	880.49
4127-45-1	1,1,2-trimethylcyclopropane	-63700	229.22
4132-72-3	1,4-dimethyl-2-isopropylbenzene	-55600	462.6
4132-77-8	1,2-dimethyl-4-isopropylbenzene	-59300	464.61
4166-46-5	2,3-dimethyl-3-hexanol	-374710	470.11
4167-74-2	4-isobutylphenol	-195790	456.05
4167-75-3	2-isobutylphenol	-195790	456.05
4168-40-5	1,1-dichlorotetradecane	-377600	781.63
4181-95-7	tetracontane	-868930	1714.1
4200-95-7	heptadecylamine	-360000	875.6
4209-22-7	1-bromotriacontane	-636200	1375.6
4209-90-9	2,2-dimethyl-3-hexanol	-374710	470.11
4209-91-0	3,5-dimethyl-3-hexanol	-374710	470.11
4218-48-8	1-ethyl-4-isopropylbenzene	-47500	460.58
4259-00-1	1,1,2-trimethylcyclopentane	-153070	444.37
4265-25-2	2-methylbenzofuran	-8250	303.82
4271-27-6	diethyldodecylamine	-306040	795.32
4276-49-7	1-bromoeicosane	-429800	986.1
4276-50-0	1-bromoheneicosane	-450440	1025
4276-51-1	1-bromohexacosane	-553640	1219.8
4279-22-5	2,2-dichlorobutane	-166120	339.78
4282-40-0	1-iodoheptane	-110940	484.29
4282-42-2	1-iodononane	-152220	562.19
4282-44-4	1-iodoundecane	-193500	640.1
4283-80-1	2-bromo-2-methylpentane	-149590	401.89
4283-83-4	3-bromo-2-methylpentane	-151400	421.71
4291-98-9	1-pentylcyclopentene	-82000	
4291-99-0	1-hexylcyclopentene	-102800	
4292-00-6	1-heptylcyclopentene	-123600	
4292-19-7	1-iodododecane	-214140	679.05
4292-75-5	hexylcyclohexane	-255100	538.8
4292-92-6	pentylcyclohexane	-234400	499.35
4325-48-8	2-chloro-2-methylpentane	-191660	384.27
4340-76-5	2-eicosanol	-613640	1012.5
4358-75-2	2-amino-2,3-dimethylbutane	-156300	363.1
4371-48-6	2-methyl-3-isopropylphenol	-207260	449.88
4375-96-6	2-iodo-1-propene	87260	319.72
4385-04-0	dimethylhexylamine	-140920	483.7
4427-56-9	4-methyl-2-isopropylphenol	-207260	449.88
4432-77-3	ethyl-tert-butylamine	-134700	350.42
4434-66-6	1-bromononadecane	-409160	947.14
4443-55-4	eicosylcyclohexane	-525650	1138.3
4444-68-2	diethylbutylamine	-140920	483.7
4445-06-1	octadecylcyclohexane	-484370	1060.4
4445-07-2	octadecylbenzene	-302160	984.44
4457-00-5	hexylcyclopentane	-209700	531.98
4457-71-0	3-methyl-1,5-pentanediol	-474100	491.4
4458-31-5	diethylpropylamine	-120280	444.75
4458-32-6	methylethylpropylamine	-97300	413.65
4481-30-5	2-phenyl-3-methylbutane	-44400	459.01
4485-77-2	dinonyl disulfide	-367000	963.28
4516-69-2	1,1,3-trimethylcyclopentane	-153070	444.37
4553-62-2	methylglutaronitrile	142000	389.89
4588-18-5	2-methyl-1-octene	-113450	497.81
4609-87-4	1-nitrodecane	-260490	625.82
4609-89-6	2-nitropentane	-162570	421.53
4614-03-3	2-sec-butylnaphthalene	51300	509.67
4616-73-3	eicosanenitrile	-291250	941.16
4628-21-1	1-chloro-cis-2-butene	-24410	338.65
4669-01-6	pentadecylcyclopentane	-395600	883.36
4706-81-4	2-tetradecanol	-489800	780.4
4706-89-2	1,3-dimethyl-4-isopropylbenzene	-55600	462.6
4706-90-5	1,3-dimethyl-5-isopropylbenzene	-61700	460.25
4730-22-7	6-methyl-2-heptanol	-371240	499.46
4737-41-1	1-chloro-2-ethylbutane	-188190	413.61
4740-00-5	3-methylthiacyclopentane	-60170	
4747-21-1	methylisopropylamine	-78800	339.27
4753-80-4	thiacycloheptane	-65520	362.53
4773-83-5	1,2,3-trimethylindene	51700	415.81
4806-58-0	1,cis-2,cis-3-trimethylcyclopropane	-135050	-10.09
4806-59-1	1,cis-2,trans-3-trimethylcyclopropane	-135050	-10.09
4806-61-5	ethylcyclobutane	-27500	341.91
4810-09-7	3-methyl-1-heptene	-90300	446.79
4850-28-6	1,cis-2,trans-4-trimethylcyclopentane	-188650	332.48
4850-32-2	sec-butylcyclopentane	-173890	446.63
4860-03-1	1-chlorohexadecane	-394890	793.95
4862-03-7	1-chloropentadecane	-374890	752.85
4894-61-5	1-chloro-trans-2-butene	-24410	338.65
4905-79-7	1,1,1-trichlorooctane	-266100	558.03
4911-70-0	2,3-dimethyl-2-pentanol	-354070	431.16
4914-89-0	3-methyl-cis-3-hexene	-81500	414.17
4914-91-4	3,4-dimethyl-cis-2-pentene	-85600	408.6
4914-92-5	3,4-dimethyl-trans-2-pentene	-85600	408.6
4920-99-4	1-ethyl-3-isopropylbenzene	-47700	467.29
4923-77-7	1-methyl-cis-2-ethylcyclohexane	-196000	430.73
4923-78-8	1-methyl-trans-2-ethylcyclohexane	-200000	417.32
4926-76-5	1-methyl-trans-3-ethylcyclohexane	-208000	390.48
4926-78-7	1-methyl-cis-4-ethylcyclohexane	-199000	420.67
4926-90-3	1-methyl-1-ethylcyclohexane	-200000	409.87
4957-14-6	4',4"-dimethyldiphenylmethane	101000	527.88
5008-69-5	4-methyl-2-thiapentane	-109940	402.64
5008-72-0	4-methyl-3-thiahexane	-133200	432.81
5008-73-1	2-methyl-3-thiahexane	-134900	427.1
5026-76-6	6-methyl-1-heptene	-90300	446.79
5145-99-3	2-methyl-3-thiapentane	-109940	402.64
5160-99-6	1-methyl-3-isobutylbenzene	-53300	474
5161-04-6	1-methyl-4-isobutylbenzene	-53100	477.69
5161-11-5	3,cis-4-dimethylthiacyclopentane	-82100	
5161-12-6	3,trans-4-dimethylthiacyclopentane	-89300	
5161-13-7	2,cis-5-dimethylthiacyclopentane	-83100	
5161-14-8	2,trans-5-dimethylthiacyclopentane	-90400	
5161-75-1	2,2-dimethylthiacyclopentane	-94800	
5161-76-2	3,3-dimethylthiacyclopentane	-91800	
5161-77-3	2,cis-3-dimethylthiacyclopentane	-83100	
5161-78-4	2,trans-3-dimethylthiacyclopentane	-90300	
5161-79-5	2,cis-4-dimethylthiacyclopentane	-82700	
5161-80-8	2,trans-4-dimethylthiacyclopentane	-89900	
5162-44-7	4-bromo-1-butene	25870	358.26
5162-48-1	2,2,4-trimethyl-3-pentanol	-379990	460.59
5166-35-8	3-chloro-2-methyl-1-butene	-51910	365.9
5171-84-6	3,3,4,4-tetramethylhexane	-252590	489.82
5194-50-3	cis-2,trans-4-hexadiene	47400	357.13
5194-51-4	trans-2,trans-4-hexadiene	43300	356.8
5205-34-5	5-decanol	-407240	586.89
5277-11-2	dimethylheptylamine	-161560	522.66
5329-79-3	2-aminohexane	-143800	414.55
5340-36-3	3-methyl-3-octanol	-390070	518.59
5340-41-0	2,2,3-trimethyl-3-hexanol	-398820	479.72
5340-62-5	5,5-dimethyl-3-ethyl-3-hexanol	-419460	518.67
5341-95-7	meso-2,3-butanediol	-477000	418.66
5343-96-4	1,2-dimethylpropyl acetate	-525600	460.11
5344-20-7	1-amino-4-methylpentane	-139700	428.31
5379-20-4	1-ethenyl-3,5-dimethylbenzene	89290	422.16
5396-09-8	2,3,5,5-tetramethyl-3-hexanol	-424740	509.14
5396-58-7	2-methyl-2,3-butanediol	-498000	293.53
5398-25-4	2,3-dibromopentane	-104430	433.81
5399-02-0	heptadecanenitrile	-229330	824.3
5434-27-5	1,3-dibromo-2,2-dimethylpropane	-107900	404.46
5451-52-5	decyl formate	-552000	644.56
5451-63-8	tetradecyl formate	-634800	801.85
5451-75-2	octadecyl formate	-717600	959.13
5451-92-3	nonyl formate	-531300	605.07
5454-09-1	decyl butanoate	-649600	758.33
5454-19-3	decyl propanoate	-627300	718.51
5454-24-0	undecyl formate	-572700	684.05
5454-79-5	cis-3-methylcyclohexanol	-350900	391.84
5458-33-3	undecyl propanoate	-648000	757.66
5461-02-9	undecyl butanoate	-670300	797.49
5582-82-1	3-methyl-3-heptanol	-369430	479.64
5617-41-4	heptylcyclohexane	-275700	577.25
5617-42-5	heptylcyclopentane	-230300	571.13
5634-22-0	docosylbenzene	-384720	1140.2
5634-30-0	dodecylcyclopentane	-333600	766.23
5675-51-4	1,12-dodecanediol	-595470	725.21
5683-44-3	3-methyl-2,4-pentanediol	-497700	428.61
5714-22-7	sulfur decafluoride	-2064390	396.95
5750-00-5	2-chloro-3,3-dimethylbutane	-196940	374.74
5780-13-2	meso-2,3-dibromobutane	-83790	394.85
5813-64-9	2,2-dimethylpropylamine	-112700	392.98
5814-85-7	1,2-diphenylpropane	117000	525.13
5857-69-2	2,2,3,4,4-pentamethyl-3-pentanol	-428210	479.8
5867-91-4	methyl propyl sulfate	-742000	464.68
5867-93-6	methyl pentyl sulfate	-783500	
5867-94-7	ethyl propyl sulfate	-775600	
5867-95-8	butyl ethyl sulfate	-796400	
5867-98-1	dipentyl sulfate	-879500	
5870-93-9	heptyl butanoate	-587400	640.2
5877-76-9	ethylhexadecylamine	-361380	897.81
5881-17-4	3-ethyloctane	-251080	536
5910-75-8	ditridecylamine	-526500	1209.4
5910-77-0	tritridecylamine	-780760	1691.2
5911-04-6	3-methylnonane	-254700	543.01
5911-05-7	4-ethylnonane	-272500	581.16
5932-79-6	4-nonanol	-386600	547.94
5954-71-2	2,cis-3-dimethylthiacyclopropane	11590	
5955-98-6	2,trans-3-dimethylthiacyclopropane	3890	
5969-12-0	2,6-heptanediol	-484700	572.21
5970-63-8	2-methyl-2-ethyl-1-pentanol	-369430	479.64
5989-27-5	d-limonene	-6400	
6006-15-1	diethylisopropylamine	-125560	435.23
6006-33-3	tridecylcyclohexane	-399800	815.02
6006-34-4	tridecylcyclopentane	-354300	805.05
6006-95-7	pentadecylcyclohexane	-441100	894
6032-29-7	2-pentanol	-313800	397.13
6079-57-8	4,4-dimethyl-2-thiapentane	-143100	381.89
6094-02-6	2-methyl-1-hexene	-77900	400.69
6108-61-8	cis-2,cis-4-hexadiene	47400	357.13
6117-80-2	cis-2-butene-1,4-diol	-295000	387.56
6117-98-2	2,3-dimethyldodecane	-342850	682.28
6117-99-3	2,4-dimethyldodecane	-342850	682.28
6137-03-7	3-ethyl-2-pentanone	-305670	445.84
6144-93-0	4,4-dimethyl-2-pentanol	-354070	431.16
6158-45-8	1-isopropylnaphthalene	72470	467.73
6161-67-7	4-methyl-3-ethylphenol	-181340	420.46
6163-64-0	3,3-dimethyl-2-thiabutane	-113410	373.29
6163-66-2	di-tert-butyl ether	-364840	428.62
6165-37-3	4-propylnonane	-293000	612.93
6175-49-1	2-dodecanone	-404300	654.59
6196-60-7	3-methyl-3-ethyl-1-pentene	-89700	431.09
6196-80-1	1-iodo-4-methylpentane	-95580	435.81
6221-93-8	dodecyl propanoate	-668700	797.15
6221-95-0	tetradecyl propanoate	-710100	875.79
6221-96-1	hexadecyl propanoate	-751500	954.77
6221-98-3	tetradecyl butanoate	-732400	915.62
6221-99-4	hexadecyl butanoate	-773800	994.26
6236-88-0	1-methyl-trans-4-ethylcyclohexane	-206000	397.19
6261-19-4	1-chloro-cis-2-pentene	-45050	377.6
6261-25-2	1-chloro-trans-2-pentene	-45050	377.6
6294-31-1	dihexyl sulfide	-249740	684.13
6305-71-1	2,4-dimethyl-1-pentanol	-350600	460.51
6308-94-7	diethyldecylamine	-264760	717.42
6339-13-5	2-methylpentanenitrile	-16100	397.87
6366-35-4	1-chloro-2,2-dimethylbutane	-191660	384.27
6414-96-6	5,5-dimethylnonane	-282000	551.98
6418-41-3	3-methyltridecane	-337570	691.81
6418-43-5	3-methylhexadecane	-399490	808.67
6418-44-6	3-methylheptadecane	-420130	847.62
6418-45-7	3-methylnonadecane	-461410	925.52
6422-18-0	1-chlorotetracosane	-554890	1122.7
6443-92-1	cis-2-heptene	-69500	422.66
6464-40-0	dl-threo-4-methyl-2,3-pentanediol	-487470	462.92
6481-95-4	4,4-dimethyl-1-hexanol	-369430	479.64
6561-44-0	3-methyloctadecane	-440770	886.57
6569-51-3	borazine	-510030	288.92
6570-87-2	3,4-dimethyl-1-pentanol	-350600	460.51
6570-88-3	2,3,4-trimethyl-1-pentanol	-376520	489.94
6702-10-9	dl-erythro-4-methyl-2,3-pentanediol	-497700	428.61
6703-82-8	heneicosylcyclopentane	-519490	1118.3
6742-54-7	undecylbenzene	-158300	713.95
6765-39-5	1-heptadecene	-269300	818.22
6785-23-5	undecylcyclopentane	-313000	727.08
6790-27-8	3-dodecyne	-18710	595.17
6795-87-5	methyl sec-butyl ether	-270500	381.73
6795-88-6	methyl 1-methylbutyl ether	-292500	421.22
6812-38-0	hexadecylcyclohexane	-461800	933.49
6812-39-1	hexadecylcyclopentane	-416300	922.17
6863-58-7	di-sec-butyl ether	-360660	463.98
6876-18-2	2-methyl-3-isopropylheptane	-269100	549.97
6876-23-9	trans-1,2-dimethylcyclohexane	-179900	371.25
6886-16-4	2,5-dimethyl-1-hexanol	-371240	499.46
6915-15-7	malic acid	-990000	451.61
6920-22-5	1,2-hexanediol	-482700	462.55
6920-24-7	1,2-hexadecanediol	-683310	871.5
6931-70-0	2,3-dimethyl-2,3-pentanediol	-528800	388.88
6938-66-5	1-bromodocosane	-471080	1064
6946-24-3	1-bromotetracosane	-512360	1141.9
6975-92-4	2,5-dimethyl-1-hexene	-105700	423.81
6975-98-0	2-methyldecane	-275650	582.43
6982-25-8	dl-2,3-butanediol	-477000	418.66
7094-26-0	1,1,2-trimethylcyclohexane	-179870	503.25
7094-27-1	1,1,4-trimethylcyclohexane	-179870	503.25
7116-86-1	5,5-dimethyl-1-hexene	-100800	393.86
7145-20-2	2,3-dimethyl-2-hexene	-108500	460.47
7146-60-3	2,3-dimethyloctane	-256600	532.61
7154-75-8	4-methyl-1-pentyne	113500	357.13
7154-79-2	2,2,3,3-tetramethylpentane	-237100	437.11
7154-80-5	3,3,5-trimethylheptane	-258570	515.07
7188-38-7	tert-butyl isocyanide	40000	419.96
7194-84-5	heptatriacontane	-807010	1597.2
7194-85-6	octatriacontane	-827650	1636.2
7194-86-7	nonatriacontane	-848290	1675.1
7212-53-5	5-methyl-1-heptanol	-365960	508.99
7220-26-0	3-ethyl-2,4-dimethylhexane	-252840	518.59
7225-71-0	1-undecylnaphthalene	-102000	739.2
7239-24-9	dimethylisobutylamine	-98300	418.48
7286-40-0	3-nitrohexane	-183210	460.48
7289-44-3	methyl undecyl sulfide	-245500	686.91
7289-45-4	methyl tetradecyl sulfide	-307400	804.37
7294-05-5	2,2,3-trimethyl-3-pentanol	-378180	440.77
7307-55-3	undecylamine	-236400	639.67
7307-58-6	diethyltetradecylamine	-347320	873.23
7309-44-6	ethyl hexyl sulfide	-166400	532.21
7311-30-0	methyldodecylamine	-258180	703.05
7317-85-3	ethyloctadecylamine	-402660	975.72
7318-67-4	1,cis-4-hexadiene	75480	378.53
7319-00-8	1,trans-4-hexadiene	75480	378.53
7348-71-2	1-bromo-trans-2-pentene	-2980	395.23
7348-78-9	1-bromo-cis-2-pentene	-2980	395.23
7357-93-9	3-methyl-2-ethyl-1-butene	-81100	398.14
7372-86-3	2-methyl-6-ethylnaphthalene	61300	456.43
7373-13-9	2-octadecanone	-528300	890.85
7378-99-6	dimethyloctylamine	-182200	561.61
7379-12-6	2-methyl-3-hexanone	-305670	445.84
7385-78-6	3,4-dimethyl-1-pentene	-74800	398.78
7385-82-2	5-methyl-trans-2-hexene	-82300	391
7399-49-7	1-methyl-2-(1-methylethenyl)benzene	81340	379.23
7415-31-8	1,3-dichloro-trans-2-butene	-79000	353.46
7417-48-3	3-methyl-1,2-pentadiene	111250	365.99
7423-69-0	3,5-dimethyl-1-hexene	-96900	432.83
7429-90-5	aluminum	329700	164.58
7429-91-6	dysprosium	290400	195.74
7439-88-5	iridium	665300	194.48
7439-89-6	iron	415470	180.47
7439-90-9	krypton	0	164.09
7439-91-0	lanthanum	431000	182.44
7439-92-1	lead	195200	175.39
7439-93-2	lithium	159300	138.82
7439-94-3	lutetium	427600	184.49
7439-95-4	magnesium	147100	148.65
7439-96-5	manganese	283260	173.71
7439-97-6	mercury	61380	174.84
7439-98-7	molybdenum	658100	181.64
7440-00-8	neodymium	327600	190.06
7440-01-9	neon	0	146.33
7440-02-0	nickel	430120	182.22
7440-03-1	niobium	733040	186.2
7440-04-2	osmium	791000	187.28
7440-05-3	palladium	378200	166.73
7440-06-4	platinum	565300	191.86
7440-09-7	potassium	89000	160.35
7440-10-0	praseodymium	355600	189.38
7440-13-3	protactinium	607000	199.48
7440-14-4	radium	159000	168.27
7440-15-5	rhenium	769900	188.84
7440-16-6	rhodium	556900	186.12
7440-17-7	rubidium	80900	170.02
7440-18-8	ruthenium	642700	185.8
7440-19-9	samarium	206700	183.3
7440-20-2	scandium	377800	174.8
7440-21-3	silicon	450000	167.97
7440-22-4	silver	284900	173.02
7440-23-5	sodium	107300	153.51
7440-24-6	strontium	164000	160.95
7440-25-7	tantalum	781990	185.25
7440-26-8	technetium	678000	
7440-27-9	terbium	388700	204.01
7440-28-0	thallium	182200	180.92
7440-29-1	thorium	602000	190.32
7440-30-4	thulium	232200	190.38
7440-31-5	tin (white)	301200	168.57
7440-32-6	titanium	473630	180.26
7440-33-7	tungsten	851030	173.9
7440-34-8	actinium	406000	190.66
7440-36-0	antimony	262300	180.53
7440-37-1	argon	0	154.85
7440-38-2	arsenic	302500	174.19
7440-39-3	barium	179080	170.77
7440-41-7	beryllium	324000	136.34
7440-42-8	boron	560000	153.5
7440-43-9	cadmium	111800	
7440-45-1	cerium	423000	199.45
7440-46-2	cesium	76500	175.68
7440-47-3	chromium	397480	174.49
7440-48-4	cobalt	426680	179.45
7440-50-8	copper	337600	166.38
7440-52-0	erbium	317100	195.29
7440-53-1	europium	175300	188.82
7440-54-2	gadolinium	397500	194.55
7440-55-3	gallium	272000	169.36
7440-56-4	germanium	372000	167.93
7440-57-5	gold	366100	180.89
7440-58-6	hafnium	618400	186.94
7440-59-7	helium-4	0	126.15
