CAS	Tm	Tb	Vms	Vml
10174-55-7	315.4			
10175-01-6	405.15			
10175-31-2				
10175-33-4				
10176-66-6	472.65			
1017605-94-5	334.65			
10177-11-4	348.65			
10177-22-7		348.15		
10177-23-8	315.65	337.15		
10177-31-8	451.65			
10177-32-9	356.65			
10177-33-0	451.15			
101772-33-2	427.15			
101773-69-7	372.15			
1017802-87-7	472.15			
1017802-89-9	423.15			
1017802-90-2	341.15			
10179-85-8	361.15			
1017968-67-0	389.65			
1018-36-6	459.65			
1018-71-9	397.65			
1018-72-0	384.65			
10180-02-6	423.4			
10182-81-7	359.15			
10182-90-8	456.65			
101827-46-7	474.15			
101828-21-1	474.15			
10183-74-1	389.65			
101830-83-5	484.15			
101832-75-1	526.15			
10184-66-4				0.00012514211
10184-69-7	497.15			
10184-96-0	372.65			
10184-97-1	383.65			
1018450-37-7	353.9			
10185-66-7		418.15		
10185-70-3	508.15			
10185-80-5		416.15		
101860-82-6	322.65			
101860-83-7	349.15			
101860-97-3	493.4			
101870-24-0	444.4			
101870-29-5	425.65			
101870-47-7				
101870-78-4	429.15			
101871-81-2	407.65			
1018785-17-5	428.15			
10189-46-5	533.15			
1018989-95-1	446.65			
1019-05-2	491.15			
1019-13-2	416.65			
1019-45-0	339.65	482.15		
1019-52-9	509.15			
1019-57-4	420.15			
1019-72-3	517.15			
10190-55-3				
10190-93-9	453.15			
101909-43-7	398.65			
101909-47-1	410.65			
10191-01-2	472.65			
10191-18-1	423.65			
10191-24-9	286.15			
10191-25-0	338.65			
10191-41-0				
10191-60-3	323.15			
1019111-17-1	349.15			
10192-30-0				
10192-32-2	319.4			
10192-62-8	353.65			
10192-85-5	467.15			
10192-93-5	370.65			
101925-24-0	436.15			
101927-55-3	416.65			
10193-36-9				
10193-52-9	309.65			
10193-99-4				
101947-16-4				0.00043381663
10196-18-6	309.35			
10196-39-1		412.15		
10196-49-3				
101973-77-7	370.15			
10198-23-9				0.00020884137
10198-40-0				
1019852-04-0	518.15			
10199-34-5	581.15			
10199-61-8				
10199-66-3	319.15			
10199-89-0	369.9			
10199-90-3	357.65			
101990-69-6	406.15			
101990-82-3	521.65			
101993-02-6	360.15			
102-01-2	359.15		0.00014063492	
102-02-3	416.15			
102-03-4	456.15			
102-04-5	308.15	604.15		
102-05-6	323.15	577.65	0.00021214859	
102-06-7	423.15	443.15	0.00017752941	
102-07-8	511.15	535.15	0.00017130751	
102-08-9	427.15		0.00017296212	
102-09-0	353.65	577.15		0.00019101204
102-10-3	298.15		0.00019012015	
102-11-4				
102-12-5	414.15			
102-13-6		520.15		
102-14-7	421.65			
102-16-9	324.65			
102-17-0		643.15		
102-18-1				0.00027621694
102-19-2		523.65		
102-20-5	299.65	603.15		
102-24-9	283.15	403.15		
102-25-0	206.65	489.05		0.00018822642
102-26-1				
102-27-2		494.15		
102-28-3	343.15			
102-29-4		556.15		
102-31-8				
102-32-9	401.65			
102-33-0	494.65			
102-36-3	316.15	386.15		
102-37-4	422.65			
102-39-6	468.15			
102-40-9	368.65			
102-41-0				
102-45-4		444.15		
102-46-5				
102-47-6	310.65	514.15	0.00013889718	
102-49-8	605.65			
102-50-1	302.65	521.65	0.00012880751	
102-51-2	324.15			
102-52-3		456.15		
102-53-4		438.95		
102-54-5	446.65	522.15		
102-56-7	355.65	543.15		
102-60-3				
102-61-4	428.9			
102-65-8	508.25			
102-66-9	461.15			
102-67-0	189.15	358.15		0.0001898476
102-68-1				0.00016329812
102-69-2	179.65	429.15		0.00018956073
102-70-5		428.65		
102-71-6	293.65	608.55		
102-76-1	195.15	532.15		0.00018872167
102-77-2	353.15		0.00018832836	
102-78-3	368.65			
102-79-4		548.15		
102-80-7				
102-81-8	203.15	500.15		0.00019255556
102-82-9	203.15	489.65		0.00023817785
102-83-0				
102-84-1				0.00019194038
102-85-2				0.00027051767
102-86-3		534.85		
102-87-4	289.15			
102-92-1	309.15	530.15		
102-93-2	378.15			
102-94-3	341.15			
102-96-5	476.15			
102-97-6	376.65	473.15		
102-98-7	385.65			
1020-16-2	450.15			
1020-31-1	372.65			
1020-32-2	539.15			
1020-39-9	369.65			
1020-54-8	346.65			
1020-84-4	370.15	498.15	0.00030808421	
10200-27-8	325.15			
102000-59-9	376.9			
102001-21-8				
1020085-48-6	399.65			
10201-29-3	573.15			
10202-46-7	421.65			
10202-92-3	404.15			
10202-94-5	430.15			
10202-98-9	481.65			
1020251-53-9	398.65			
102029-44-7	359.15			
102029-58-3	386.15			
10203-08-4	338.15	513.15		
10203-28-8	292.15	525.15		
10203-32-4	313.15			
10203-33-5				
10203-58-4				
10203-59-5				0.00027396607
102036-28-2	527.65			
10205-34-2				
10205-53-5	452.15			
10205-56-8	444.65			
10205-57-9	398.15			
10205-58-0	398.15			
10205-62-6	469.65			
10205-63-7	401.15			
10206-02-7	492.65			
102065-87-2	428.15			
102065-89-4	435.65			
102065-90-7	382.15			
1020665-78-4	370.15			
10207-79-1	341.4			
102072-82-2	466.15			
102072-85-5	497.15			
102073-96-1	402.15			
102074-61-3	360.15			
102074-66-8	483.15			
10208-80-7				0.00022357768
102089-74-7	410.9			
102089-75-8	386.15			
10209-09-3	428.65			
10209-10-6	429.65			
1021-25-6	445.15			
1021-65-4	375.65			
1021-91-6	460.65			
10210-17-0	327.15			
10210-32-9	457.15			
10210-68-1	324.15	368.15		
10212-20-1	438.15			
10212-25-6	522.15			
102121-60-8	507.15			
102123-74-0	376.15			
10213-09-9				
10213-75-9				0.00020863973
10213-78-2	319.15			0.00040720793
102146-07-6	472.65			
102147-76-2	407.65			
10215-33-5				
10215-89-1	429.65			
102151-46-2	459.15			
102153-43-5	440.65			
102153-44-6	368.15			
102153-63-9	381.15			
102154-08-5				
102154-23-4	384.15			
102169-99-3	392.65			
10217-34-2				
102170-52-5	363.15			
10218-17-4	295.65			
10218-57-2	383.65			
10218-88-9				
10219-04-2	316.15			
10219-75-7				0.00022151762
1021928-71-1	503.15			
1022-07-7	387.95			
1022-13-5	368.15			
1022-14-6	412.15			
1022-22-6	341.65			
1022-31-7	442.65			
1022-46-4	396.65			
10220-20-9	337.35			
10220-23-2		378.05		
10220-34-5	366.65			
10220-66-3	362.15			
10221-57-5		397.65		
10222-01-2	397.65	397.65		
10222-95-4	294.15	494.15		
102229-10-7				
102232-11-1	439.15			
10224-32-5	436.65			
10224-69-8	364.65			
102249-49-0	434.15			
102252-89-1	380.15			
10226-28-5				0.00016112268
10226-29-6		489.15		
10226-30-9				
10226-54-7	348.65			
10226-55-8	360.15			
10226-65-0	413.15			
102268-15-5	422.65			
10228-03-2	367.15			
10229-10-4		427.15		
1022915-39-4	359.65			
1023-20-7	440.65			
1023-85-4	480.15			
1023-86-5	463.45			
1023-91-2	389.65			
1023-94-5	381.15			
1023-95-6	334.65			
10230-69-0	326.65	428.15	0.00016660813	
10230-76-9	379.15			
102308-44-1	360.65			
102308-53-2	357.65			
102308-55-4				
102308-97-4	373.9			
10231-47-7	368.65			
10231-84-2	469.65			
102327-09-3	279.15			
1023294-36-1	387.65			
10233-13-3		469.15		
10233-81-5	519.15			
10233-88-2				
102333-75-5	401.15			
1023357-64-3	451.15			
102336-07-2	388.4			
102336-08-3				
10234-40-9	363.15			
10234-74-9	327.65			
10236-16-5				0.00038916092
10236-47-2	356.15			
102369-67-5				0.00015464231
10237-77-1	316.65			
10238-21-8	442.15			
10238-27-4	444.65			
1024-11-9	429.65			
1024-16-4	328.65			
1024-31-3	388.15			
1024-34-6				0.00027105897
1024-37-9	482.65			
1024-57-3	433.9			
1024-58-4	342.15			
1024-60-8	547.15			
1024-99-3	480.65			
10240-08-1	358.95		0.00014373978	
10241-05-1	467.15	625.15		
10242-01-0	446.65			
10242-02-1	475.15			
10242-03-2	539.15			
10242-05-4	370.15			
10242-08-7	485.65			
10242-10-1	489.15			
10242-13-4	438.65			
10242-16-7	319.15			
10242-36-1	414.15			
102423-75-6	461.65			
102423-76-7	468.15			
10243-16-0	343.15			
102445-69-2	463.15			
10245-81-5	423.15			
10245-82-6	378.15			
1024590-32-6	345.15			
10248-89-2	357.15			
10249-13-5	425.65			
1025-15-6	293.65			0.00018036903
1025-89-4	368.15			
10250-48-3		398.15		
10250-60-9	309.15		0.00016036313	
10250-63-2	300.15			
1025023-08-8	382.15			
102507-25-5	394.65			
10251-17-9	309.15			
102518-79-6	498.15			
10252-29-6	436.15			
10252-48-9				
10252-64-9	530.15			
10252-65-0	484.65			
10252-84-3	406.15			
102522-48-5	375.15			
10253-83-5	488.65			
102539-67-3				
102539-72-0	364.15			
10254-99-6	529.65			
102561-42-2				
102569-27-7	380.15			
10257-28-0	438.15			
1025719-26-9	394.15			
1025796-07-9	633.15			
10259-22-0		533.65		
1026-04-6	570.65			
1026-92-2				
1026-93-3	371.65			
1026016-83-0	382.15			
1026016-84-1	382.15			
10261-83-3	528.15			
10262-69-8	366.15			
10262-84-7	497.15			
102625-64-9	440.65			
102625-70-7	412.65			
102626-54-0	332.15			
10263-19-1	400.65			
10263-67-9				
102630-83-1	423.15			
102630-87-5	452.15			
102630-91-1	401.65			
102631-05-0	461.65			
102631-07-2	455.15			
10264-08-1	407.65			
10264-11-6				
10264-14-9	315.65			
10264-18-3	333.15			
10264-24-1				
10264-57-0		399.15		
102648-38-4	485.65			
10265-92-6	318.05		0.00011112598	
102652-89-1	395.65			
102658-03-7	312.65			
10266-42-9	357.15			
102669-54-5	440.15			
102676-31-3	390.65			
102676-47-1	390.65			
102677-72-5	520.15			
102677-74-7	633.15			
102677-75-8	464.15			
10268-69-6	343.15			
10268-76-5	403.15			
10268-78-7	458.65			
102681-76-5				
102687-65-0		293.95		
102692-36-4	389.65			
102692-38-6	395.65			
1027-12-9	461.15			
1027-14-1	409.65			
1027-28-7	472.15			
1027-62-9				
1027-91-4	387.65			
1027-94-7	338.65			
10271-55-3				0.00014703915
10271-85-9	471.15			
10271-93-9	391.15			
102714-95-4	285.15			
10272-06-7	306.15			
10272-07-8	319.15			
10272-10-3	485.15			
10272-49-8	437.65			
10273-74-2	549.65			
10273-89-9				
10273-90-2				0.00015892186
102732-64-9	390.65			
1027343-52-7	514.65			
1027343-58-3	411.65			
102739-99-1	385.65			
10274-30-3	530.15			
10275-07-7	403.15			
10275-21-5	473.9			
10276-04-7				
10276-85-4				
102767-28-2	389.15			
10277-43-7	338.15			
10277-95-9				
102774-90-3	402.15			
102778-37-0	485.65			
10278-46-3	443.4			
10278-71-4				
102780-89-2				
1027819-76-6	470.15			
102791-47-9	597.15			
102791-93-5	408.15			
1028-11-1	458.15			
1028-33-7	355.65			
1028-86-0	432.9			
1028-91-7	393.15			
10282-31-2	338.65			
10282-34-5	430.15			
10282-59-4	493.15			
10282-60-7	447.15			
1028206-58-7	449.15			
10283-68-8	434.65			
10283-72-4	355.15			
10283-83-7				
1028331-33-0	469.15			
10284-44-3	360.15			
10284-63-6	461.15			
102840-39-1				
102849-49-0	398.15			
10285-06-0	413.65			
102855-24-3	391.65			
10286-54-1				
10286-77-8	395.4			
10286-78-9	395.15			
10286-85-8	408.15			
10286-92-7	385.65			
10287-53-3	338.65			
10287-54-4	316.15			
102871-69-2				
102871-93-2	327.65			
1028752-25-1	396.65			
102877-50-9	546.15			
102877-83-8	383.15			
102877-84-9				0.00019304771
102878-84-2	366.15			
102878-92-2				
102878-93-3	523.15			
102879-22-1	358.15	348.15		
102879-34-5	531.8			
102879-43-6	337.15			
102879-44-7	464.15			
10288-13-8				0.00013565782
10288-36-5				
10289-68-6	305.15			
10289-77-7		394.15		0.00011150875
1029-97-6	402.15			
10290-61-6	450.15			
102908-59-8	450.15			
10291-28-8	607.15			
10292-67-8				
10293-06-8	349.15			
102934-61-2	345.15			
10294-26-5	925.15			
10294-29-8	615.15			
10294-33-4	227.15	363.15		9.4782642e-05
10294-34-5	166.15	285.65		
10294-40-3				
10294-54-9	1283.15			
10294-70-9	593.15	990.15	7.0484378e-05	
102943-16-8	373.65			
10295-51-9	442.65			
1029684-36-3	408.15			
1029684-37-4	405.15			
10297-03-7	456.15			
10297-05-9				0.00012334011
10297-06-0		416.65		
10297-57-1				0.00019593959
10297-73-1	401.65			
102978-41-6	453.15			
10298-80-3	326.15			
10298-98-3	593.15			
102989-24-2	319.65			
10299-44-2	491.65			
10299-70-4	350.9			
103-00-4	318.65			
103-01-5	400.65			
103-02-6	315.15			
103-03-7	445.15			
103-04-8	338.15			
103-05-9	297.65		0.00017062123	
103-08-2		498.15		
103-09-3	193.15	472.15		0.00019759119
103-11-7	183.15	489.15		0.00020940909
103-12-8	522.65			
103-13-9				
103-14-0	448.15			
103-16-2	395.65		0.0001589127	
103-17-3	348.65		0.00018943702	
103-18-4	460.65			
103-19-5	320.65	485.65		0.00023070225
103-20-8		534.65		
103-23-1	205.35	487.15		0.00040191974
103-24-2	195.15			0.00045098361
103-25-3	416.65	511.65		
103-26-4	309.15	533.55	0.00015197714	
103-27-5	353.65			
103-28-6		502.15		
103-29-7	325.65	557.15	0.00016552538	
103-30-0	397.15	579.65	0.00018569074	
103-31-1	399.15			
103-32-2	310.65	579.65		0.00017794717
103-33-3	341.15	566.15	0.00015147132	
103-34-4	398.15		0.00017378676	
103-36-6	280.15	544.15		0.00016797903
103-37-7		512.15		
103-38-8		518.15		
103-39-9	344.4			
103-40-2	333.15			
103-41-3	312.15		0.00021486023	
103-43-5	322.65			
103-44-6	173.15			
103-45-7	242.05	505.75		0.00015253135
103-46-8	334.15			
103-47-9	593.15			
103-48-0				0.00019476244
103-49-1	247.15	543.15		
103-50-4	276.75	571.15		0.00019878678
103-52-6		511.15		
103-53-7	327.15			
103-54-8	303.15			
103-55-9				
103-59-3		527.15		
103-60-6				0.00019795627
103-61-7				0.00020153922
103-62-8	343.65			
103-63-9	205.65	492.15		0.00013657565
103-64-0	280.15			0.00012986875
103-65-1	173.65	432.35		0.00013943155
103-67-3	332.75	453.65		
103-69-5	209.65	477.65		0.0001259013
103-70-8	320.2	544.15	0.00010214165	
103-71-9	243.15	436.15		0.00010872581
103-72-0	252.15	494.15		0.00011963717
103-73-1	243.15	445.15		0.00012632885
103-74-2	265.35			0.00011287809
103-75-3	427.15	416.15	0.00013213402	
103-76-4	420.65	519.15	0.00012350821	
103-78-6	389.15	472.15	0.00014996791	
103-79-7	258.15	489.65		0.00013359219
103-80-0	538.15	443.15		
103-81-1	430.15	534.65		
103-82-2	349.65	538.65		0.00012479377
103-83-3	198.15	453.15		0.00015023333
103-84-4	387.45	577.15	0.00011087777	
103-85-5	427.15		0.00011709231	
103-86-6	398.65			
103-87-7	385.15			
103-88-8	441.15			
103-89-9	425.15	580.15	0.00012536975	
103-90-2	442.9	773.15	0.00011690642	
103-93-5		510.15		
103-94-6	483.15			
103-95-7				0.00020025258
103-96-8		463.15		
103-97-9	373.65			
103-98-0	363.15			
103-99-1	406.95	512.65		
1030-02-0	359.65			
1030-49-5	369.15			
10300-22-8	450.65			
10300-23-9	540.65			
10300-27-3	554.65			
10300-69-3	378.15			
10302-94-0				
103026-12-6	471.15			
103028-32-6				
103028-33-7	383.65			
103028-61-1	519.15			
103028-85-9	358.9			
103029-76-1	573.15			
103030-10-0	553.15			
103030-28-0	611.15			
103030-70-2				
1030377-33-3	426.25			
103038-68-2	383.15			
10304-16-2		330.15		
10304-39-9	427.15			
103040-41-1				
10305-38-1				0.00018128986
10305-39-2	295.65		0.00019775514	
10305-41-6	346.65			
10305-43-8				
103055-07-8	439.15			
103058-88-4	367.65			
103079-11-4	422.15			
10308-82-4	415.65			
10309-19-0	349.4			
10309-37-2				
10309-63-4				
10309-65-6	345.65			
10309-97-4	399.9			
103095-53-0	358.15			
103095-54-1	362.15			
103095-64-3	378.65			
1031-07-8	454.65			
1031-15-8	490.9			
1031-17-0	418.65			
1031-36-3	392.25			
1031-37-4	402.65			
1031-47-6	441.15			
1031-93-2	341.65			
10310-07-3	391.15			
10310-21-1	548.15			
10310-32-4		548.15		
10311-08-7	373.15	577.15		
10311-84-9	341.15			
103112-35-2	383.15			
10312-45-5	329.15			
10312-83-1		365.15		
10314-90-6	534.15			
10315-03-4	512.65			
10315-07-8	442.9			
10315-59-0				0.0001092573
10315-98-7		454.15		
10316-66-2	303.15			
10316-79-7				
10318-17-9	412.15			
10318-26-0	460.15			
10318-38-4	364.15			
103188-44-9	461.65			
10319-14-9	516.15			
1031928-45-6	506.65			
1031928-90-1	447.65			
1032-65-1	456.65			
10320-42-0	383.65			
10320-97-5	409.15			
103201-78-1	523.65			
103203-84-5	422.15			
103204-69-9	495.15			
103204-71-3	314.65			
10321-12-7	395.15			
10321-71-8	308.15	490.15	0.00011903222	
103213-32-7	445.65			
1032231-26-7	320.65			
1032231-28-9	443.15			
1032231-30-3	555.65			
10323-20-3	432.15			
10324-58-0		471.35		
10324-61-5	325.15			
103245-32-5		467.15		
10325-94-7	623.15		4.8728844e-05	
103255-66-9	511.65			
103255-67-0	519.15			
10326-21-3	308.15			
10326-27-9	386.15		5.8613544e-05	
10326-41-7	325.95			
10327-87-4	421.15			
103270-94-6				
103273-66-1				
10328-92-4	450.15			
103286-54-0	422.65			
10329-37-0				9.4283379e-05
10329-60-9				
1033-93-8	439.15			
1033-99-4	357.65			
103300-74-9	346.65			
103300-77-2	507.65			
103300-91-0	351.15			
103312-62-5	430.15			
103317-32-4	419.65			
10332-17-9	420.15		0.00014838651	
10332-31-7	369.35			
103321-52-4	364.15			
103321-53-5	383.65			
103321-57-9	390.15			
103321-58-0	389.15			
103323-26-8		403.15		
103323-95-1	357.65			
10333-14-9	508.15			
10333-16-1	384.65			
10333-53-6				
10333-68-3	376.15			
10334-13-1	491.15	482.65		
10334-26-6	472.15			
10335-68-9	357.15			
10335-69-0	334.15			
10335-79-2	436.15			
10335-80-5	437.65			
10336-66-0				
103361-09-7	475.65		0.00023409752	
103361-45-1	381.9			
103361-68-8	463.15			
103362-08-9	424.45			
103365-69-1	488.15			
103368-22-5	519.65			
1033693-20-7	461.15			
1033700-94-5	307.8			
103377-41-9	467.4			
103379-03-9	422.65			
10338-51-9	432.65			
10338-58-6	366.55			
10338-69-9				
10338-88-2	486.15			
10338-96-2		359.65		
10338-99-5		380.65		
103385-38-2	405.65			
10339-55-6				
10339-61-4				
10339-73-8				
10339-79-4				
103394-66-7	351.15			
103394-78-1	271.15			
1034-01-1	375.65			
1034-11-3	365.15			
1034-49-7	483.15			
10340-01-9	313.45		0.00014213983	
10340-23-5				
10340-42-8				
10340-88-2		375.15		
10340-91-7				
103404-57-5				
103404-89-3	507.65			
10341-03-4	326.9			
10341-75-0	330.15			
10341-85-2	439.15			
10341-88-5	480.15			
10342-06-0	416.15			
10342-47-9	505.65			
10342-59-3	259.15			
10342-60-6	239.15			0.0001663449
10342-66-2				
10342-83-3	321.15			
10342-85-5	362.15			
10342-97-9		383.65		
103429-90-9		461.15		
10343-51-8	470.15			
10343-71-2	389.15			
10343-99-4	233.15	479.15		0.00015149603
103430-24-6	543.15			
103438-91-1	339.65			
10344-27-1	443.15			
10344-69-1	407.15			
10344-93-1				
10344-94-2	411.15			
103440-42-2				0.00016628
103440-53-5				
103440-64-8	313.65			
103440-65-9	372.15			
103440-97-7	414.15			
103441-59-4	403.65			
103441-67-4	348.65		0.00014634081	
1034439-57-0	485.15			
10345-79-6	312.65			
10345-87-6	337.65			
103460-90-8	509.275			
103466-44-0	437.4			
10347-14-5	400.65			
10347-54-3				
10347-81-6	504.15			
10347-87-2	358.15			
10347-88-3	390.15			
103475-41-8	398.65			
10348-47-7				
10349-08-3	376.65			
10349-11-8	315.15			
10349-15-2	451.15			
10349-57-2	564.15			
1035-52-5	350.15			
1035-69-4	476.15			
1035-77-4	393.65			
10350-69-3	382.15			
10350-70-6	365.65			
103506-15-6				
10351-06-1	437.65			
10351-19-6	543.15			
10351-88-9	440.15			
103514-54-1	418.15			
10352-30-4	387.65			
10352-31-5	464.15			
10352-87-1				0.00014137437
10352-88-2				
10353-53-4		393.15		
10353-86-3				0.00016993289
10353-99-8	386.9			
10354-00-4	371.15			
10354-30-0	503.65			
10354-31-1	429.65			
10354-47-9	381.9			
10354-48-0	384.4			
10354-58-2	337.15			
103541-16-8	472.15			
10355-53-0	484.15			
10356-76-0	436.15			
103566-22-9	396.65			
10357-27-4	447.15			
10357-99-0	419.65			
103577-40-8	386.65			
103577-41-9	442.15			
103577-45-3	453.15			
103577-66-8	366.65			
103586-12-5	454.15			
10359-09-8	364.15			
10359-15-6				0.00017814344
10359-18-9	341.15			
10359-66-7	339.65	427.15		
103597-45-1	473.15			
1036-72-2	416.65			
1036027-54-9	377.65			
10361-03-2	883.15		4.1187868e-05	
10361-11-2	369.65			
10361-37-2	1235.15	1833.15	5.3393077e-05	
10361-39-4				
10361-44-1	1118.15			
10361-79-2	1058.15			
10361-82-7	950.15		5.9563573e-05	
10361-92-9	633.15	1761.15		
10361-95-2				
103610-04-4	379.15			
103616-07-5				
103616-17-7	513.15			
103620-92-4				
103628-22-4	342.15			
103628-46-2	443.15			
103628-48-4	438.65			
103629-81-8	487.65			
103632-74-2	455.15			
10364-68-8		377.15		
10364-69-9	337.65	337.65		
10364-94-0	292.65			
10364-95-1	357.15			
103646-21-5	577.65			
103646-26-0	383.65			
10365-94-3	535.15			
10365-98-7	433.15			
10366-35-5	436.65			
1036760-06-1	337.65			
10368-07-7	343.15			
10368-11-3	413.15			
10368-25-9	375.15			
103686-16-4	428.15			
10369-82-1				0.00017247617
10369-95-6	482.15			
103702-28-9	520.9			
1037072-64-2	347.65			
10371-42-3	348.65			
10371-45-6				
10371-48-9	335.65			
10371-86-5	555.65			
10372-98-2		308.15		
103725-47-9	467.15			
10373-78-1	472.15			
10373-81-6	478.65			
103733-33-1	408.65			
10374-81-9	463.65			
103748-27-2	353.65			
103749-26-4	470.65			
10375-08-3	372.65			
103753-21-5				
103755-52-8	492.65			
10376-48-4	432.15			
10376-50-8	564.15			
10376-59-7	407.15			
103765-01-1	388.15			
103766-25-2	540.65			
10377-48-7	808.15			
10377-51-2	742.15			
10377-52-3	1479.15			
10377-58-9				
10377-60-3	573.65		3.7964278e-05	
10377-66-9	433.15		7.0568688e-05	
10377-81-8	369.65			
103788-60-9	575.75			
103788-61-0	355.15			
10379-11-0	480.65			
10379-14-3	417.15			
10379-72-3	603.15			
103790-38-1	375.65			
103790-47-2	326.65			
103796-14-1	405.15			
1038-28-4	392.15			
1038-66-0	446.65			
1038-67-1	422.65			
1038-81-9	427.65			
1038-95-5	419.15			
10380-28-6				
10381-75-6	581.15			
10381-82-5	479.15			
103853-89-0	441.15			
103854-63-3	457.15			
103854-64-4	375.15			
103856-59-3	384.15			
103857-06-3	337.15			
103857-61-0	430.8			
103857-78-9				
103858-37-3				
103858-39-5	353.15			
103858-48-6	310.65			
10386-91-1	359.9			
103863-14-5	422.15			
103863-15-6	404.4			
10387-13-0	509.65			
10387-40-3	447.65		7.292143e-05	
10387-49-2	415.15			
10387-50-5	343.65			
103878-83-7	467.15			
10388-19-9	458.65			
103884-98-6	550.15			
10389-51-2	422.65			
10389-65-8	416.15			
10389-73-8				
103890-70-6				
103890-78-4	447.65			
