CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
123080														100751.2			394.3	583	23.765349	6566.846	-46.329
123115		273.12	521.1056						-247000							60400					
123159			391																		
123171			498.57194																		
123193		240.67642	417	602			0.00043478261			-298300						47243.238	296	416.9	25.212777	5065.3556	-46.879
123206			389																		
123240			582.15																		
123251		252.2438	490	664.99944		2260000	0.00056818182										327.8	489.7	24.31447	6055.3728	-16.062
123295		228.7	495.15	663.90284					-653900	-590000						63950					
123308		459.31743						-192814.53		-87204.868				104844.1			403.3	458.5	11.165926	314.70582	-361.969
123319	445.97956	444.52311	558.2					-370515.67		-276415.67			343.1	94216.778		84400	432.3	559	25.085974	7021.6895	-40.485
123320		257.65	428.18972													47200					
123353			440.20177													50600	287.7	444.7	22.015292	4257.7147	-38.899
123386	171.235	180	322	600		5714885.3	0.00020366599		-218262.13	-188650.57		212.9	304.4			29700					
123397			455.7													55333.424	369.6	472.4	23.021154	4913.788	-45.071
123422		230.35	438.35292						-592800	-494845.38						52130	301.3	387.8	28.546045	8772.3887	81.921
123444			438.76616																		
123488			453.7																		
123513			404	579		3948866.9			-355979.67	-300879.67						53000					
123546	254.8	249.95	411						-432984.82	-394234.24						42147.2					
123568		399.64595	560.7					-460068.65		-369039.06				90643.881			388	560.7	22.988595	5447.6999	-86.489
123626		230.14676	444														340.7	440	18.952025	2185.6092	-145.898
123637	285.7	285.73738	397	563					-681800	-636000		289.4	374.4			44754.783					
123660		205.51	441.18678	615.2					-579100	-528000						51295.122					
123728	176.30163	176	348	537.15		4320000	0.00025773196		-243696.99	-210083.22		242.87471	344.8			33403.946	303.86	347.18	19.781785	2194.0205	-82.569
123739		198.12278	377.26294																		
123751	215.28242	211.95	360	568.97738		5700000	0.000249		-41100	-3500		204.055				37536.542	316.31	394.1	20.837313	2717.1494	-67.895
123762		308	518.7														375	519	26.784107	7259.839	-43.564
123773								-293000													
123808																67595					
123820			415.17267																		
123831			407.7																		
123864	196.075	199.64466	399	576.87584		3090003.3			-609600	-566000						43000	332.89	399.24	21.340428	3316.2544	-61.362
123900			442.2																		
123911	284.1	285	374.3	587.34967		5330368.4	0.000239		-354903.61	-315674.99		196.6	299.91			38000	293	378	22.061874	3615.2727	-31.297
123922			414	586.10437		2760000										46400	313.8	367.7	23.21114	4448.6934	-28.698
123944		347.2						-1337800													
123955	299.72																				
123966			453	632		2787190.2	0.000519									67900	283	353	26.408233	5887.5857	-41.497
123999		379.82057						-1054300						159900		119700	451.5	629.7	25.565856	7821.0434	-73.11
1230519		420																			
12326851										449890			216.26								
12345572										-598550			288.74								
12355907													225.15								
12380846										-500820			314.52								
12385136										217999.37			114.71905								
12395663										-654800			327.99								
124027			384.2																		
124049	424.7	425						-1010122.2						133366.32		105200	432.7	610.7	24.115112	6477.3238	-95.951
124061		285.09	568.31983																		
124072	289.66	289.3	510	694.62902		2720959.9			-635786.29	-555012.98				113000		81287.9	403.3	479.5	21.304323	3523.9821	-150.12
124094			477.7					-205000													
124107		290.76492	596.2													86600	439	511	19.862836	3437.3151	-162.674
124118	191.755	190	419	594			0.000526					392.54				44825.16	339.76	421.01	20.904687	3305.0362	-67.615
124129		222.73869	472.21446	674.4		2850000			-107400	-50600						56000	316	477.7	20.485639	3412.9929	-97.013
124130		247.72	444.19941	638.76354		2960000	0.00048780488			-291900		365.4				51645.027					
124163			503.15																		
124174			518.2	681		3150000		-901200													
124185	243.4	243.3	447.2	617.8		2110000	0.000624		-301000	-249700		426.10093	545.8	80705.612		51300	243.49	310.59	11.996952	1014.5558	-156.896
124196		253.83	464.19775	658.5		1680000	0.00054347826					397				56293.316					
124221		301	526.31139														356	521	24.717399	6496.1452	-28.629
124254		298.11591														78565.765	372	570.9	22.311704	5620.2855	-49.591
124265		379.48771																			
124287		298.12827																			
124301		326	622																		
124389	216.58			304.20517	518500	7367002.4	9.19e-05			-393516.84			213.78842				154.26	195.89	27.19878	2997.2267	-3.494
124403	180.97	179.66467	281	437.22099		5339937.8			-45019.896	-19019.896		173.85				25492.6	201.38	280.01	21.399558	2292.0968	-47.869
124414								-374375.04			110.58										
124685			438.42763																		
124709												381.3									
124732	162.83	161.65	320	487.8								299.4				28511.895					
12401706										71130			238.02								
12401864										83680			229.13								
12402470										46000											
12408025													108.95								
124116252		349																			
124287827																58320					
12431560										-486350			348.95								
12440005										-2214310			345.64								
1247081								599300		736900				137600							
125428		438.60164																			
12504415										105960			223.76								
12505770													203.48								
12523603										-1898080			337.52								
12524208										-42420			278.72								
125379193										-512000											
12539570													213.44								
12588306													230.79								
12588511													260.58								
12588964													227.06								
12595823										979060			241.97								
12595856										341640			257.19								
12596600										414220			226.47								
12596804										-61130											
12596928										332630			281.33								
12597034													269.52								
12597045										-57300											
12597103													308.64								
12597352										589940			229.8								
12597374										635970			267.87								
126114								-736897.97													
126147		360																			
126216			466.2																		
126307	403.3	399.75353	474.90173					-551000													
126330		301.33163	559.04172	855		7290000	0.00033377837									68560.616					
126396		191.15757	390.49065													44800					
126545														73000							
126589								-1572300													
126716																74650					
126738																80600					
126750																76400					
126818		421.4						-483400		-383600				99800							
126841		207.9	386						-538500	-506700						43136.446					
126987			363.21652														228.7	363.5	21.00775	3116.717	-35.121
126998			332.6														293	333	19.377198	1938.5947	-85.364
126028511			494																		
1262211								422000		619000				196600							
126235050		434.6																			
126235061		430.5																			
126591364								-394400													
